3.525363895247169976e-01,2.930362240488865178e-01,4.753914040753945969e-01,8.960569505383619848e-01,6.188858277417742526e-01
7.436437707027127031e-01,6.782022196515525847e-01,5.098957241909138904e-01,2.352350327138115205e-01,5.387888159905661611e-01
4.593193966353329438e-01,8.076517227223035666e-01,7.764130007838563330e-01,9.489632095634377151e-01,3.503641994411766936e-01
2.989547578426335894e-01,9.843981233105462136e-01,2.684284616881996710e-01,3.828284970073307925e-01,2.029893782045007478e-01
2.832243819010026309e-01,1.235138248335383437e-01,9.614726256553961514e-01,8.023155960418444366e-01,7.191631863470040464e-01
6.688001564224130835e-01,4.757149676233591862e-01,8.469054607248499567e-01,5.804456564431271781e-01,6.330010153561863584e-01
9.874600946228584419e-01,2.330456383889843996e-01,2.926554465687590811e-01,9.429570670973330682e-01,8.433565047129165659e-01
4.400329162344384093e-01,2.081439179930499872e-02,8.873221487142828323e-01,9.785844762472233338e-01,8.191892247873788779e-01
4.916403929842686482e-01,8.937361603137904398e-01,3.386027742464698953e-01,6.205118652415358982e-01,3.088796693054789433e-01
4.395282363480214061e-01,8.932273304330439201e-01,8.223657638831455285e-01,9.252079203521101913e-01,2.953919315580574301e-01
2.595951809694739820e-01,1.913752542974866966e-01,1.878651038053972266e-01,4.406313089033750963e-01,6.618532859885198905e-01
4.832956318760127656e-01,7.552749500267781357e-01,9.468259247741394047e-01,2.959397848687672639e-02,4.352022691905266250e-01
7.644444303370836469e-01,3.989387131656402241e-01,7.679086450410471665e-01,4.821768204240317601e-02,7.295325845286135813e-01
5.694063396796681387e-01,8.301263911855116806e-01,8.157121390272674688e-01,8.295229990929303687e-01,3.774600232369560993e-01
4.795427420764503124e-01,5.745504837196238057e-01,2.624241601738562801e-01,4.813467041163117521e-01,5.004473489405252273e-01
8.870105438611253224e-01,7.024489472027756198e-01,2.283536808000453666e-01,2.348864151551923740e-01,5.594490795747150136e-01
7.564952329569634148e-01,1.870358590642384744e-01,2.424430389091847271e-01,6.191707464863474009e-01,8.121276912211806698e-01
3.455289072567594433e-01,3.720363106505059081e-01,6.028057940502684620e-01,6.347922224694846349e-01,5.849100105703616270e-01
9.718023596651214069e-01,7.791976386052235082e-01,6.140312224627599846e-01,6.758737796571575585e-01,5.327458856296607426e-01
2.856479060302978823e-01,9.940104029958940490e-01,2.601583723615681354e-01,2.476298292027672154e-01,1.987761890913465612e-01
3.369557689600536365e-01,7.873624733277563292e-01,1.808322967234525791e-01,9.632895205946779837e-01,3.046929011196459758e-01
1.217652483336943980e-01,8.993730328386965178e-01,9.662505756189638806e-01,4.569156038904635952e-01,2.186532873609171868e-01
9.256481844962086702e-01,8.140007038846908127e-02,9.033668889680326330e-01,2.494591801867073189e-01,9.656446360833220721e-01
8.338222348887436297e-01,5.693857948429394966e-01,8.828394880969236969e-01,9.716255234193078572e-01,6.117788373734575069e-01
2.498840856315059922e-01,5.684294244814122044e-01,5.407422811598225909e-01,8.741436727285172292e-01,4.248415582903424248e-01
3.578706177277635181e-01,8.537342175902884467e-02,5.374048775880414519e-01,7.421157640960061030e-01,7.540214493068096990e-01
1.501442310424604409e-01,3.636301430984315575e-01,4.459632158981626793e-01,5.404388497961402082e-01,5.285536496085798674e-01
6.021520225068656140e-01,9.220972886971064986e-01,2.504492150052128885e-02,2.424278196577737132e-01,3.324726865124210118e-01
8.825553706576534374e-01,4.781488026590796636e-01,3.611061072324169841e-01,9.234483409353102523e-01,6.667992685939011510e-01
